ID,Owner,Tree Farm,Site #,Treatment,Survey Date,Subplot #,Subplot Code,Lat,Long,Elevation,Start Time,Temp,Humidity,Weather,Canopy Cover,CWD Cover,Veg Cover,FWD Cover,Uphill bearing,Downhill bearing,Litter 1,Litter 2,Litter 3,Soil Moist 1,us,Soil Moist 2,us,Soil Moist 3,us,Soil Moist Avg,Litter Avg,Notes
235,ODF,,12364,HB,4/25/2023,4,ODF12364_HB_04,44.775459,122.475009,1671,10:00,58.1,58.9,S,0,1,4,1,320,140,T,0,0,35.1,1.671,33.7,1.648,34.5,1.661,34.43333333,0,dried grass veg cover
236,ODF,,12364,HB,4/25/2023,5,ODF12364_HB_05,44.775281,122.475273,1651,10:20,61.1,57.5,S,0,1,4,1,346,166,T,T,0.5,34.5,1.663,35.8,1.685,35.6,1.679,35.3,0.5,dried grass veg cover
237,ODF,,12364,HB,4/25/2023,6,ODF12364_HB_06,44.77533,122.47567,1670,10:06,60.3,56.8,S,0,1,2,2,330,150,T,1,1,28,1.555,29.4,1.578,31,1.604,29.46666667,1,
238,ODF,,12364,HB,4/25/2023,7,ODF12364_HB_07,44.77563,122.47582,1680,9:36,56.1,78.3,S,0,2,4,1,330,150,1,T,T,28.9,1.57,28.4,1.561,28.2,1.559,28.5,1,Lots of wood under grass
239,ODF,,12362,HB,4/25/2023,1,ODF12362_HB_01,44.78274,122.46156,1954,12:25,65.1,57,S,0,1,4,1,50,230,T,1,1,36,1.689,34.6,1.664,37.2,1.71,35.93333333,1,
240,ODF,,12362,HB,4/25/2023,2,ODF12362_HB_02,44.78284,122.46116,1970,12:45,63.2,54.1,S,0,2,3,1,65,245,1,0,0,28.8,1.586,25.5,1.516,21.2,1.449,25.16666667,0.333333333,
241,ODF,,12362,HB,4/25/2023,3,ODF12362_HB_03,44.78252,122.46122,1953,12:25,63.2,51.5,S,0,1,4,2,15,195,2,3,5,31.8,1.616,32.8,1.633,26.7,1.534,30.43333333,3.333333333,
242,ODF,,12362,HB,4/25/2023,4,ODF12362_HB_04,44.7824,122.46162,1940,12:45,58,56.8,S,0,1,4,1,15,195,0,0,T,29.7,1.582,27.9,1.554,30.8,1.599,29.46666667,0,
243,ODF,,12362,HB,4/25/2023,5,ODF12362_HB_05,44.782617,122.462018,1931,13:00,68.7,54.6,S,0,1,4,1,59,239,2,3,1,25.4,1.515,10.4,1.277,28.5,1.563,21.43333333,2,so much dried grass
244,ODF,,12362,HB,4/25/2023,6,ODF12362_HB_06,44.782877,122.461945,1967,12:40,65.7,57.1,S,0,1,4,1,50,230,T,T,0,20.8,1.443,23.8,1.489,35.5,1.679,26.7,0,
245,ODF,,12362,HB,4/25/2023,7,ODF12362_HB_07,44.783026,122.461563,1947,12:20,60.3,55.3,S,0,1,4,1,50,230,2,0,1,32.5,1.628,33.5,1.645,28.6,1.564,31.53333333,1,dried grass
246,ODF,,12560,BU,4/26/2023,1,ODF12560_BU_01,44.73774,122.40174,1350,9:05,53.9,69.9,S,2,1,4,2,345,165,T,T,T,10.8,1.284,14.9,1.351,7.3,1.223,11,#DIV/0!,
247,ODF,,12560,BU,4/26/2023,2,ODF12560_BU_02,44.73797,122.40196,1420,9:40,57.2,64.6,S,1,1,4,2,345,165,1,1,T,8.6,1.246,12.7,1.314,18.4,1.405,13.23333333,1,"Oriented in line with other plots, however the actual uphill bearing was 260°, downhill 80°. was the one plot that crested the hill. "
248,ODF,,12560,BU,4/26/2023,3,ODF12560_BU_03,44.737979,122.401535,1424,9:15,57.6,62.4,S,3,0,3,2,311,131,1,1,0.5,17.7,1.395,10.6,1.279,11.2,1.291,13.16666667,0.833333333,Veg is mostly moss. Tree trunks highly charred 6' up
249,ODF,,12560,BU,4/26/2023,4,ODF12560_BU_04,44.737521,122.4014,1405,9:45,58.7,61.6,S,2,1,3,2,321,141,0,T,T,19.9,1.429,23.4,1.483,21.3,1.45,21.53333333,0,char on tree trunks 10' high. moss and Oregon grape
250,ODF,,12560,BU,4/26/2023,5,ODF12560_BU_05,44.737442,122.401818,1390,10:12,61,62.5,S,1,1,4,2,325,145,0.5,0.5,1,17.2,1.387,18.3,1.404,15.7,1.363,17.06666667,0.666666667,"trunks are charred 10-15 feet up. very little DWD/cover objects at these plots, just flipping rocks"
251,ODF,,12560,BU,4/26/2023,6,ODF12560_BU_06,44.7376,122.4022,1380,10:00,58.9,60,S,3,3,4,1,336,156,1,2,1,13.8,1.333,14.4,1.343,12.3,1.308,13.5,1.333333333,Lots of downed branches and thin trees
252,ODF,,12560,BU,4/26/2023,7,ODF12560_BU_07,44.73794,122.40217,1409,9:35,57.5,69,S,2,2,3,1,340,160,T,T,1,10.4,1.276,14.7,1.347,20.8,1.442,15.3,1,
253,ODF,,12033,BU,4/26/2023,1,ODF12033_BU_01,44.72604,122.41039,1800,12:26,65.5,49.8,S,1,2,4,2,160,200,T,T,T,28.3,1.559,34.9,1.669,21.9,1.46,28.36666667,#DIV/0!,
254,ODF,,12033,BU,4/26/2023,2,ODF12033_BU_02,45.72581,122.41048,1860,12:57,66.8,57.5,S,1,2,4,3,160,200,1,T,T,24.9,1.507,15.1,1.354,16.9,1.383,18.96666667,1,
255,ODF,,12033,BU,4/26/2023,3,ODF12033_BU_03,44.726,122.41079,1843,12:55,66.1,53.3,S,3,1,3,1,170,350,1,T,T,25,1.508,21.5,1.453,21.5,1.453,22.66666667,1,
256,ODF,,12033,BU,4/26/2023,4,ODF12033_BU_04,44.72618,122.41078,1821,13:20,67.5,52.1,S,,,,,160,340,T,0.5,T,20.2,1.433,22.9,1.476,25.4,1.515,22.83333333,0.5,
257,ODF,,12033,BU,4/26/2023,5,ODF12033_BU_05,44.7263,122.41032,1804,13:45,65.8,70.8,S,2,2,4,1,170,350,T,1,T,18.8,1.411,20.2,1.433,18.3,1.404,19.1,1,"1st log 5ft diameter, roughly 30m long going through plot-- Class 3 char nd decay numerous massive stumps/logs in terms of diameter"
258,ODF,,12033,BU,4/26/2023,6,ODF12033_BU_06,44.726067,122.410061,1821,13:05,66.7,55.9,S,2,1,4,1,190,10,0,T,0.5,21.9,1.46,25.6,1.512,27.5,1.547,25,0.25,Trees charred 20ft up in some spots
259,ODF,,12033,BU,4/26/2023,7,ODF12033_BU_07,44.725837,122.410052,1859,12:40,64.9,58.9,S,2,2,4,1,192,12,0,0,0,27.4,1.564,21.3,1.45,27.6,1.548,25.43333333,0,Veg. mostly moss
260,ODF,,12421,BU,4/7/2023,1,ODF12421_BU_01,44.766,122.37062,2020,9:00,62,58.4,S,1,1,2,2,345,165,1,2,3,13.6,1.329,12.4,1.309,6.4,1.207,10.8,2,
261,ODF,,12421,BU,4/27/2023,2,ODF12421_BU_02,44.76633,122.37407,2040,9:45,60.7,57.3,S,1,1,2,2,350,170,T,0,0,27.2,1.542,34.4,1.66,27.7,1.551,29.76666667,0,
262,ODF,,12421,BU,4/27/2023,3,ODF12421_BU_03,44.76596,122.37014,2035,9:07,60.9,60.2,S,1,1,3,2,0,180,T,T,T,17.9,1.397,22.9,1.476,20.6,1.439,20.46666667,#DIV/0!,"Trees dead, charred to tops. 10-80ft?"
263,ODF,,12421,BU,4/27/2023,4,ODF12421_BU_04,44.76568,122.3035,2002,9:35,60,57.9,S,1,1,3,2,0,180,1,T,0,17.9,1.398,23.9,1.491,19.5,1.423,20.43333333,0.5,Veg. mostly Salal
264,ODF,,12421,BU,4/27/2023,5,ODF12421_BU_05,44.76568,122.37082,1956,9:50,62.4,59.4,S,0,2,2,1,0,180,0,0,0,7.1,1.218,15.1,1.177,4.1,1.162,8.766666667,0,
265,ODF,,12421,BU,4/27/2023,6,ODF12421_BU_06,44.765985,122.371074,2012,9:15,60,67.1,S,1,1,2,1,0,180,0,T,2,8.6,1.246,8.8,1.25,12.2,1.307,9.866666667,1,"Trees charred >50ft up, lacking bark, dead. No veg/growth on trees"
266,ODF,,12421,BU,4/27/2023,7,ODF12421_BU_07,44.766232,122.370901,2016,9:40,62,63.4,S,1,1,2,3,0,180,0,T,T,9.8,1.267,5.3,1.187,9.7,1.265,8.266666667,0,"Surface very dry, litter/downed wood brittle. "
267,ODF,,12441,BU,4/27/2023,1,ODF12441_BU_01,44.772018,122.377738,1968,12:00,72.5,47.6,S,1,2,4,2,60,240,0.5,0,0,33.3,1.639,22.2,1.465,27.4,1.545,27.63333333,0.166666667,Veg fine moss
268,ODF,,12441,BU,4/27/2023,2,ODF12441_BU_02,44.772186,122.377178,1975,12:35,78.7,41.1,S,1,0,3,1,61,241,0,1,0.5,23.3,1.481,27.3,1.543,20.1,1.432,23.56666667,0.5,Veg dry grass
269,ODF,,12441,BU,4/27/2023,3,ODF12441_BU_03,44.7718,122.37727,1942,12:22,72.8,43.5,S,1,2,4,1,45,225,0,1,0,22.2,1.464,28.6,1.564,28.2,1.557,26.33333333,0.333333333,Veg mostly moss
270,ODF,,12441,BU,4/27/2023,4,ODF12441_BU_04,44.7717,122.3777,1878,12:50,74.9,44.9,S,1,2,4,2,45,225,1,1.5,2,22.1,1.463,25.7,1.518,18.5,1.343,22.1,1.5,
271,ODF,,12441,BU,4/27/2023,5,ODF12441_BU_05,44.77181,122.37817,1966,13:10,75.9,39.9,S,1,3,4,1,45,225,1,0,0.5,18.8,1.412,23.8,1.489,20.3,1.434,20.96666667,0.5,
272,ODF,,12441,BU,4/27/2023,6,ODF12441_BU_06,44.77209,122.37801,1887,13:15,75.9,38.8,S,1,2,3,2,38,218,1,1,1,31.7,1.614,20.7,1.441,21.7,1.452,24.7,1,Two massive downed trees caused major canopy gap
273,ODF,,12441,BU,4/27/2023,7,ODF12441_BU_07,44.77233,122.3775,1970,12:50,75.1,41.9,S,1,1,3,1,55,235,1,0.5,0,35.9,1.688,30.6,1.596,19.2,1.417,28.56666667,0.5,Hellscape subplot of salmonberry-- very little DWD with rocky substrate
274,BLM,,10302,UU,5/1/2023,1,BLM10302_UU_01,45.148262,122.327983,2571,9:15,43.2,81.7,C,4,1,1,2,91,271,4,3,3,22.4,1.467,19.8,1.426,20.1,1.431,20.76666667,3.333333333,Some burn! Older fire?- JW
275,BLM,,10302,UU,5/1/2023,2,BLM10302_UU_02,45.148469,122.327512,2584,9:45,42.8,84,C,4,1,2,1,112,292,2,3,2,19.1,1.416,16.7,1.379,11,1.289,15.6,2.333333333,
276,BLM,,10302,UU,5/1/2023,3,BLM10302_UU_03,45.14794,122.32777,2595,9:18,42.3,85.9,C,3,1,2,4,120,300,2,1,1,15.6,1.362,11.6,1.298,14.5,1.344,13.9,1.333333333,Slight char on DWD
277,BLM,,10302,UU,5/1/2023,4,BLM10302_UU_04,45.14809,122.32824,2618,9:39,40.7,88.9,C,4,1,1,4,120,300,2,1,0,17.1,1.386,12.5,1.311,12.4,1.309,14,1,Some char
278,BLM,,10302,UU,5/1/2023,5,BLM10302_UU_05,45.14826,122.32848,2650,9:59,43.1,85.6,C,4,2,1,4,120,300,1,0,2,13.3,1.325,13.7,1.33,27.3,1.544,18.1,1,
279,BLM,,10302,UU,5/1/2023,6,BLM10302_UU_06,45.14867,122.328,2595,9:45,45.6,83.4,C,4,1,1,3,104,284,4,2,4,10.8,1.284,22,1.461,12.2,1.307,15,3.333333333,
280,BLM,,10302,UU,5/1/2023,7,BLM10302_UU_07,45.14852,122.32759,2638,10:15,41.5,90.2,R,4,2,1,2,97,277,2,4,2,15.1,1.354,17.6,1.392,10.9,1.286,14.53333333,2.666666667,
281,ODF,,12098,BU,5/2/2023,1,ODF12098_BU_01,44.81936,122.6042,1602,9:48,51.4,74.6,C,1,1,4,1,270,90,1,1,0.5,27.6,1.548,29.4,1.578,27.7,1.551,28.23333333,0.833333333,
282,ODF,,12098,BU,5/2/2023,2,ODF12098_BU_02,44.81948,122.60449,1611,10:11,52.3,76.7,C,3,1,4,2,270,90,T,0.5,T,26.6,1.535,23.5,1.485,24.6,1.502,24.9,0.5,
283,ODF,,12098,BU,5/2/2023,3,ODF12098_BU_03,44.81949,122.60403,1630,10:10,52.9,70.1,C,3,2,3,2,277,97,0.5,T,T,36,1.689,24.4,1.484,27.8,1.552,29.4,0.5,
284,ODF,,12098,BU,5/2/2023,4,ODF12098_BU_04,44.819112,122.60378,1592,10:30,53.9,75.6,PC,3,1,4,1,265,85,1,1,1,15.6,1.362,13,1.32,20,1.431,16.2,1,All logs dry and severely burned
285,ODF,,12098,BU,5/2/2023,5,ODF12098_BU_05,44.81903,122.60396,1583,10:55,54.4,73.6,C,2,2,3,2,272,92,0.5,0.5,T,11.2,1.291,23.9,1.491,24.6,1.502,19.9,0.5,
286,ODF,,12098,BU,5/2/2023,6,ODF12098_BU_06,44.818922,122.604287,1570,10:00,52.9,73.4,PC,1,2,4,1,306,126,0.5,0.5,5,17.7,1.395,25.7,1.519,28.4,1.561,23.93333333,2,
287,ODF,,12098,BU,5/2/2023,7,ODF12098_BU_07,44.819108,122.604376,1600,10:32,53.6,75,PC,1,1,4,1,295,115,T,1,0.5,30.4,1.594,18.5,1.407,23.2,1.479,24.03333333,0.75,Trees scorched 10-15' high -JW
288,ODF,,12349,BU,5/2/2023,1,ODF12349_BU_01,44.81345,122.61021,1511,12:50,55.4,76.5,C,1,1,3,1,185,5,2,1,3,15.1,1.353,16.1,1.369,10.6,1.281,13.93333333,2,
289,ODF,,12349,BU,5/2/2023,2,ODF12349_BU_02,44.81327,122.61029,1530,13:15,55.4,72.4,C,2,1,2,1,191,11,T,2,T,11.5,1.295,12.7,1.314,10,1.27,11.4,2,
290,ODF,,12349,BU,5/2/2023,3,ODF12349_BU_03,44.81364,122.6106,1562,12:55,55.3,73.7,C,1,1,4,1,180,0,1,T,1,22.5,1.46,17,1.383,24.6,1.502,21.36666667,1,
291,ODF,,12349,BU,5/2/2023,4,ODF12349_BU_04,44.81396,122.6105,1519,13:16,53.4,79,C,1,2,4,2,180,0,T,T,2,17.9,1.397,26.6,1.533,25.2,1.511,23.23333333,2,
292,ODF,,12349,BU,5/2/2023,5,ODF12349_BU_05,44.81376,122.61007,1500,13:45,56,75.1,C,1,1,4,2,180,0,2,2,1,14.9,1.351,25.1,1.51,19.5,1.423,19.83333333,1.666666667,
293,ODF,,12349,BU,5/2/2023,6,ODF12349_BU_06,44.813375,122.609836,1532,13:00,56.7,79,C,1,1,4,1,218,38,T,1,2,8.3,1.241,18.4,1.405,17.4,1.389,14.7,1.5,
294,ODF,,12349,BU,5/2/2023,7,ODF12349_BU_07,44.813141,122.609918,1520,13:25,55.8,72.9,C,1,1,4,2,205,25,1,T,3,20.1,1.431,10.6,1.281,14,1.336,14.9,2,"Lots of bleeding heart, woodsorrel"
295,WY,,10968,HU,5/3/2023,1,WY10968_HU_01,45.019687,122.413868,2641,9:10,56.5,77.4,PC,0,1,2,3,200,20,0,1,0,13.9,1.335,14,1.336,25.7,1.519,17.86666667,0.333333333,Lots of twigs/branches and dead grass
296,WY,,10968,HU,5/3/2023,2,WY10968_HU_02,45.019502,122.414072,2660,9:30,60.4,68.3,S,0,1,2,2,210,30,0,2,1,22.5,1.469,19.8,1.426,11.9,1.301,18.06666667,1,
297,WY,,10968,HU,5/3/2023,3,WY10968_HU_03,45.01973,122.41426,2650,9:23,59.5,72.3,S,0,2,1,4,230,40,0,2,1,17.4,1.389,23.7,1.487,16.1,1.369,19.06666667,1,
298,WY,,10968,HU,5/3/2023,4,WY10968_HU_04,45.01998,122.41393,2637,9:47,59.8,65.9,S,0,1,1,2,230,50,0,0,1,15.9,1.366,13.3,1.325,12.9,1.318,14.03333333,0.333333333,
299,WY,,10968,HU,5/3/2023,5,WY10968_HU_05,45.019826,122.413548,2601,10:00,59.6,68.7,PC,0,1,1,3,208,28,2,1,1,10.8,1.283,12,1.303,14.5,1.344,12.43333333,1.333333333,lots of twig cover. steeper slope than other plots. 50m from riparian
300,WY,,10968,HU,5/3/2023,6,WY10968_HU_06,45.01962,122.41336,2633,9:55,59,69.4,PC,0,1,1,3,226,46,1,0,0,13.9,1.335,15.6,1.361,17.9,1.398,15.8,0.333333333,
301,WY,,10968,HU,5/3/2023,7,WY10968_HU_07,45.01937,122.41367,2654,9:30,58.8,67.6,S,0,1,1,4,246,66,2,1,0,10.1,1.272,11,1.289,14.9,1.349,12,1,"Dry, thin branches covering whole subplot"
302,WY,,10153,BS,5/4/2023,1,WY10153_BS_01,45.11827,122.34462,2725,10:30,45.2,91.4,R,0,2,2,2,330,150,T,T,T,15.9,1.365,17.9,1.398,23,1.477,18.93333333,#DIV/0!,
303,WY,,10153,BS,5/4/2023,2,WY10153_BS_02,45.11856,122.34462,2742,11:00,44.7,94.9,R,0,2,3,1,330,150,T,0,0,20.4,1.435,29.8,1.584,15.4,1.359,21.86666667,0,"4X log rounds 18-24in diameter, class 2/2/3 <1 foot thick "
304,WY,,10153,BS,5/4/2023,3,WY10153_BS_03,45.11854,122.34429,2736,10:45,46,90,R,0,1,3,1,302,122,1,1,1,27.6,1.548,28.4,1.561,34.3,1.66,30.1,1,
305,WY,,10153,BS,5/4/2023,4,WY10153_BS_04,45.11827,122.34402,2715,11:00,46,92.6,R,0,1,2,1,315,135,T,1,1,21.3,1.45,29.4,1.578,30.4,1.594,27.03333333,1,
306,WY,,10153,BS,5/4/2023,5,WY10153_BS_05,45.118,122.34437,2707,11:30,44.2,96.9,R,0,1,2,1,305,125,0,T,T,19.3,1.419,22.3,1.466,21.5,1.453,21.03333333,0,very rocky substrate
307,WY,,10153,BS,5/4/2023,6,WY10153_BS_06,45.118024,122.344716,2705,10:30,50.3,87,R,0,2,2,3,334,154,T,T,T,31.5,1.612,32.3,1.625,24.4,1.499,29.4,#DIV/0!,
308,WY,,10153,BS,5/4/2023,7,WY10153_BS_07,45.118355,122.334962,2692,11:03,44.4,96.2,R,0,1,3,3,334,154,0,0,1,28.2,1.559,24.8,1.504,41.8,1.802,31.6,0.333333333,
309,BLM,,10439,UU,5/4/2023,1,BLM10439_UU_01,45.141325,122.350265,2812,13:40,44.8,100,R,4,3,2,1,146,326,2,1,2,25.9,1.522,27.4,1.545,24.6,1.501,25.96666667,1.666666667,
310,BLM,,10439,UU,5/4/2023,2,BLM10439_UU_02,45.1409,122.350091,2761,14:20,44.3,100,R,4,3,1,2,138,318,1,2,4,22.8,1.473,20.6,1.439,15.9,1.366,19.76666667,2.333333333,
311,BLM,,10439,UU,5/4/2023,3,BLM10439_UU_03,45.14094,122.350611,2720,13:55,44.5,99.5,R,4,2,1,4,150,330,4,2,3,20.7,1.441,15.5,1.359,22.7,1.472,19.63333333,3,
312,BLM,,10439,UU,5/4/2023,4,BLM10439_UU_04,45.141264,122.350761,2759,14:30,45,99.8,R,3,2,1,4,150,330,2,1,2.5,21,1.446,31.3,1.609,29.8,1.585,27.36666667,1.833333333,
313,BLM,,10439,UU,5/4/2023,5,BLM10439_UU_05,45.141539,122.350516,2808,14:55,46.3,95.4,C,2,2,1,4,150,330,2,1,1.5,25.9,1.522,25.9,1.521,33.9,1.651,28.56666667,1.5,
314,BLM,,10439,UU,5/4/2023,6,BLM10439_UU_06,45.14148,122.35032,2778,14:36,46,100,R,4,1,4,1,105,285,0,2,2,22.9,1.476,35.6,1.682,35.4,1.679,31.3,1.333333333,"Subplot dominated by sword fern, save for three big logs at top of area. Extremely foggy."
315,BLM,,10439,UU,5/4/2023,7,BLM10439_UU_07,45.14109,122.34996,2802,14:10,43.8,100,R,4,1,1,3,115,275,2,4,2,22.1,1.463,25.1,1.516,26.7,1.534,24.63333333,2.666666667,Small sticks throughout subplot
316,ODF,,12805,BU,5/8/2023,1,ODF12805_BS_01,44.82108,122.60849,1790,8:25,48.7,78.2,R,2,1,3,1,5,185,0,T,0,25.4,1.515,22.9,1.476,24.1,1.494,24.13333333,0,
317,ODF,,12805,BU,5/8/2023,2,ODF12805_BS_02,44.821428,122.607786,1781,9:20,44.4,92.6,C,1,3,3,2,52,232,2,3,1,28.8,1.568,29.5,1.579,13.2,1.322,23.83333333,2,Moved ~45m from plot  1 due to snag at 35m
318,ODF,,12805,BU,5/8/2023,3,ODF12805_BS_03,44.82091,122.6081,1744,8:25,45.3,91.5,R,1,1,4,4,0,180,T,1,0,32.3,1.625,26.2,1.527,25.5,1.516,28,0.5,"Dominant veg Rubus spp. (splitleaf, european, native)"
319,ODF,,12805,BU,5/8/2023,4,ODF12805_BS_04,44.82051,122.60854,1736,8:50,45.5,92.8,R,1,1,4,4,0,180,4,2,T,17.6,1.374,24.6,1.502,18.6,1.408,20.26666667,3,Char 15-30ft up trees. L4 massive (d=1m). Veg same as P3 + O. grape
320,ODF,,12805,BU,5/8/2023,5,ODF12805_BS_05,44.82081,122.60886,1755,9:15,44.6,98.5,C,2,1,4,4,0,180,T,2,2,18.5,1.404,23.2,1.479,24.5,1.499,22.06666667,2,char 30ft up live tree. veg same as P4.
321,ODF,,12805,BU,5/8/2023,6,ODF12805_BS_06,44.821126,122.609061,1734,8:40,49.5,81.5,R,1,1,4,1,18,198,0,T,T,27.9,1.553,20.3,1.435,25.5,1.516,24.56666667,0,Rubus on ground. Char 10ft up trees in plot
322,ODF,,12805,BU,5/8/2023,7,ODF12805_BS_07,44.82137,122.60832,1803,8:55,45.9,94.4,R,3,2,2,1,5,185,T,1,T,19.5,1.422,23.8,1.489,21.1,1.447,21.46666667,1,Massive (d=4ft) fallen tree in plot. Three other big (d>2.5ft) logs as well. 
323,,,,,,,,,,,,50.9,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
324,,,,,,,,,,,,51.9,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
325,,,,,,,,,,,,52.9,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
326,,,,,,,,,,,,53.9,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
327,,,,,,,,,,,,54.9,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
328,,,,,,,,,,,,55.9,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
329,,,,,,,,,,,,56.9,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
330,,,,,,,,,,,,65.8,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
331,,,,,,,,,,,,65.8,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
332,,,,,,,,,,,,65.8,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
333,,,,,,,,,,,,65.8,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
334,,,,,,,,,,,,65.8,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
335,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
336,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
337,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
338,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
339,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
340,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
341,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
342,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
343,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
344,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
345,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
346,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
347,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
348,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
349,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
350,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
351,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
352,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
353,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
354,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
355,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
356,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
357,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
358,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
359,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
360,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
361,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
362,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
363,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
364,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
365,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
